State Name,District Name,Market Name,Variety,Group,yield,min_price,max_price,model_price,Date
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,203,1800,2400,2200,30-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,218,1800,2400,2200,29-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,201,1800,2400,2200,28-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,267,1900,2600,2300,27-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,233,1800,2400,2200,26-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,207,1600,2280,2040,25-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,242,1800,2400,2200,24-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,198,1800,2400,2200,23-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,201,1700,2300,2200,22-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,228,1800,2400,2200,21-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,211,1800,2400,2200,20-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,205,1800,2400,2200,19-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,214,1600,2280,2040,18-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,231,1600,2280,2040,17-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,316,1600,2200,2000,16-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,367,1600,2200,2000,15-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,374,1500,2000,1900,14-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,341,1200,1600,1400,13-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,303,1340,1800,1600,12-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,264,1500,2000,1900,11-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,221,1900,2600,2300,10-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,206,1800,2400,2200,09-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,298,2100,2800,2600,08-Dec-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,409,2100,2800,2600,30-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,383,2500,3200,3000,29-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,296,2700,3600,3300,28-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,388,2500,3200,3000,27-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,397,2500,3200,3000,26-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,322,2700,3600,3300,25-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,293,3000,3800,3600,24-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,201,3200,4400,3900,23-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,291,2800,3400,3200,22-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,305,2700,3600,3300,21-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,341,2300,3000,2800,20-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,255,3000,3800,3600,19-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,287,3000,3800,3600,18-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,382,2500,3200,3000,17-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,428,1600,2200,2000,16-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,384,1900,2600,2300,15-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,310,2500,3200,3000,14-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,173,2700,3600,3300,13-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,238,2800,3400,3200,08-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,197,2700,3600,3300,07-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,264,2500,3200,3000,05-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,220,2500,3200,3000,04-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,251,2400,3120,2900,03-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,237,2400,3100,2900,02-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,294,2500,3200,3000,01-Nov-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,461,2400,3100,2900,31-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,428,2400,3100,2900,30-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,390,2500,3200,3000,29-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,334,2500,3200,3000,28-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,362,2500,3200,3000,27-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,345,2100,2800,2600,26-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,319,1900,2600,2300,25-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,320,1000,1320,1180,20-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,298,1100,1500,1360,19-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,276,1100,1500,1360,18-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,268,1100,1400,1300,17-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,249,1100,1400,1300,16-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,207,1000,1320,1180,15-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,219,980,1200,1100,14-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,211,980,1200,1100,13-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,199,1100,1400,1300,12-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,381,860,1100,1000,06-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,366,860,1100,1000,05-Oct-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,429,980,1200,1100,29-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,410,980,1240,1120,28-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,366,980,1240,1120,27-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,324,980,1200,1100,26-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,451,980,1200,1100,22-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,414,1000,1320,1180,21-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,382,1100,1400,1300,20-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,296,1500,2000,1900,05-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,261,1500,2000,1900,04-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,235,1500,2000,1900,03-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,226,1500,2100,2000,02-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,204,1700,2200,2100,01-Sep-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,295,1700,2200,2100,31-Aug-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,271,1700,2200,2100,30-Aug-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,283,3200,4000,3800,20-Aug-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,256,3200,4000,3800,19-Aug-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,268,3400,4200,3900,18-Aug-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,282,5000,6000,5600,12-Aug-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,402,3000,4000,3700,11-Aug-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,321,15800,18400,17600,31-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,298,16000,19400,17800,30-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,253,16000,19600,18000,29-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,280,14000,16400,15400,28-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,386,13800,16000,15000,27-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,361,14000,16800,15600,26-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,423,12900,14000,13600,25-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,505,11000,12200,11800,24-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,580,11900,13200,12800,23-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,566,10800,12000,11600,22-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,543,10800,12000,11600,21-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,613,10300,10800,10500,20-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,596,12000,12800,12200,19-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,511,12000,13600,13200,18-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,490,12900,13600,13260,17-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,505,11400,12800,12400,14-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,517,12900,14000,13600,13-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,580,13000,14400,13800,12-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,795,12200,14000,13400,11-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,700,11000,12600,11900,10-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,713,9400,10800,10300,09-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,560,9200,10400,9900,08-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,996,9200,10400,9900,07-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,898,9500,11600,10800,06-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,585,10600,12400,11000,05-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,615,12200,14000,13400,04-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,127.00",9200,10400,9900,03-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,302.00",9000,9800,9300,02-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,726,10600,12400,11000,01-Jul-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,750,10600,12400,11000,30-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,397.00",6900,8200,7600,28-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,278.00",5200,7200,6400,27-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,997,5400,7600,7000,26-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,933,6900,8000,7600,25-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,970,5100,5800,5600,24-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,106.00",3400,4600,4200,23-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,401.00",3200,4400,3900,22-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,453.00",3200,4400,3900,21-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,697.00",3100,3800,3500,20-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,546.00",3100,3800,3500,19-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,238.00",3200,4400,3900,18-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,365.00",2800,3400,3200,16-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,203.00",3100,3800,3500,15-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,120.00",3200,4400,3900,14-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,909,3200,4400,3900,13-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,248.00",3000,3600,3400,12-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,494.00",2800,3600,3200,09-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,683.00",2300,2900,2700,08-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,690.00",2000,2500,2300,07-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,698.00",2200,2800,2600,06-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,602.00",2200,2800,2600,05-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,498.00",2300,2900,2700,04-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,445.00",1600,2200,2000,03-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,431.00",1200,1800,1600,02-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,044.00",1900,2600,2300,01-Jun-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,888,2400,3200,2900,31-May-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,899,2400,3200,2900,30-May-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,805,1800,2400,2200,29-May-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,967,1200,1600,1400,28-May-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,919,1100,1400,1300,27-May-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,007.00",1100,1400,1300,26-May-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,873,1100,1600,1360,16-May-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,471,740,940,880,30-Apr-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,446,740,920,860,29-Apr-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,427,740,920,860,28-Apr-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,439,740,920,860,27-Apr-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,401,720,1060,880,26-Apr-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,373,720,860,780,25-Apr-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,158,1900,2800,2500,20-Jan-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,140,2500,3200,3000,19-Jan-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,134,2500,3200,3000,18-Jan-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,130,2200,3000,2800,17-Jan-23
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,245,2900,4000,3600,28-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,256,3200,4400,4000,27-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,249,2600,3400,3200,19-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,202,3200,4400,4000,18-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,190,3500,4800,4500,17-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,214,3200,4400,4000,16-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,190,3200,4400,4000,13-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,210,2900,4000,3600,12-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,197,3500,4800,4500,11-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,201,3500,4800,4500,10-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,156,4000,5200,4900,09-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,167,3800,5100,4700,08-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,173,3800,5100,4700,07-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,148,4000,5200,4900,06-Sep-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"3,990.00",1100,1600,1460,22-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"3,610.00",1200,1800,1600,21-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"3,450.00",1500,2000,1800,20-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,432,1500,2000,1800,19-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"5,450.00",1500,1900,1800,08-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"6,200.00",1020,1400,1300,07-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"8,190.00",1020,1600,1200,06-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"8,500.00",1300,1720,1600,05-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"7,800.00",1600,2100,2000,04-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"8,290.00",1200,1800,1700,03-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"7,800.00",1200,1800,1700,02-Aug-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,520.00",1800,2200,2100,27-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,408.00",2000,2400,2300,26-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"1,180.00",2400,2900,2600,25-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"9,010.00",3000,3600,3400,20-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"9,200.00",3000,3600,3400,19-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"8,100.00",2800,3400,3200,18-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,"8,360.00",2800,3400,3200,17-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,620,4200,4800,4600,13-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,570,4200,4800,4600,12-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,497,4400,5000,4900,11-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,490,5100,5600,5400,10-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,342,5200,6000,5800,01-Jun-22
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,102,6000,10400,8400,04-Dec-21
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,92,6000,10400,8400,03-Dec-21
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,4000,7200,5700,02-Dec-21
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,183,4000,7200,5700,01-Dec-21
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,248,3000,6400,5000,30-Nov-21
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,199,5500,8000,6900,29-Nov-21
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,150,5500,8000,6900,28-Nov-21
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,165,3000,6400,5000,27-Nov-21
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,480,2000,3480,2800,01-Aug-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,530,2000,3480,2800,31-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,486,2000,3400,2800,30-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,492,2000,3600,2900,29-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,510,1800,3200,2600,28-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,490,1800,3200,2600,27-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,451,1800,3200,2600,21-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,400,2000,3600,2900,20-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,371,2000,3600,2900,19-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,415,2100,3800,3100,18-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,402,2100,3800,3100,17-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,386,2100,3800,3100,16-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,367,2100,3800,3100,15-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,362,2800,4000,3500,14-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,390,3000,4200,3800,13-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,410,2800,4000,3500,12-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,405,2000,3600,2900,11-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,387,2100,3800,3100,10-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,399,2100,3800,3100,09-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,391,2100,3800,3000,08-Jul-19
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,434,600,960,800,06-Oct-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,462,600,920,800,05-Oct-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,429,600,920,800,04-Oct-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,457,560,800,700,03-Oct-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,460,560,880,740,02-Oct-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,451,560,800,700,01-Oct-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,546,700,1200,1000,14-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,518,600,1040,900,13-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,279,500,960,800,12-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,484,400,880,740,11-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,520,500,960,760,10-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,508,600,1000,840,09-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,592,600,1000,840,08-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,576,600,1200,940,07-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,477,600,1300,1100,06-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,619,600,1140,900,05-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,600,700,1200,1000,04-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,820,1000,1600,1400,03-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,860,900,1400,1200,02-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,708,900,1400,1200,01-Aug-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,765,1000,1600,1400,31-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,759,1000,1600,1400,30-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,668,1100,1600,1400,29-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,622,900,1400,1200,28-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,842,700,1200,1000,27-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,810,1100,1600,1400,26-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,820,1100,1600,1400,25-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,780,900,1400,1200,24-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,952,1200,1800,1600,23-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,914,1400,2200,2000,22-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,740,1800,2600,2300,21-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,902,1800,2600,2300,20-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,875,1800,2600,2300,19-Jul-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,156,320,480,420,17-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,141,400,580,500,16-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,155,320,480,420,15-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,127,350,520,460,14-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,175,400,560,500,13-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,164,320,480,420,12-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,184,350,520,460,11-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,286,350,520,460,10-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,152,320,480,420,09-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,144,380,500,460,08-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,131,300,400,360,07-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,154,360,440,420,06-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,232,320,480,420,05-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,95,400,560,500,04-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,120,320,480,420,03-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,155,280,380,340,01-Mar-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,149,360,440,420,28-Feb-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,142,300,480,420,27-Feb-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,123,400,560,500,26-Feb-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,61,300,400,360,25-Feb-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,110,200,300,260,24-Feb-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,214,200,320,280,23-Feb-18
Andhra Pradesh,Chittor,Madanapalli,Local,Vegetables,148.8,180,280,240,22-Feb-18
